,constellation,iterations,seed_value,mu,sigma,number_of_satellites,total_area_earth_km_sq,coverage_area_per_sat_sqkm,altitude_km,dl_frequency_Hz,dl_bandwidth_Hz,speed_of_light,antenna_diameter_m,antenna_efficiency,power_dBw,receiver_gain_dB,earth_atmospheric_losses_dB,all_other_losses_dB,number_of_channels,polarization,monthly_traffic_GB,percent_of_traffic,fuel_mass_kg,fuel_mass_1_kg,fuel_mass_2_kg,fuel_mass_3_kg,satellite_launch_cost,ground_station_cost,spectrum_cost,regulation_fees,digital_infrastructure_cost,ground_station_energy,subscriber_acquisition,staff_costs,research_development,maintenance,discount_rate,assessment_period_year
1210,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1198.6891046127907,13500000000.019611,250000000.0,300000000.0,0.6203808829721048,0.565049029181529,30,28.509462699653568,17.617610282292098,0.6630747781254,8,2,34.50009413281754,15,218150,7360,0,0,715448014.5714602,46754140.2697042,124468322.5054995,8513000.802485134,3467200.5999620883,2824242.799544322,42524160.001402095,11677390.293147122,59791572.9558337,12385174.002001232,5,5
1211,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,602.4591730052356,17700000000.043034,250000000.0,300000000.0,1.0576498378943218,0.522842040087423,30,28.77726850910312,17.69553949555311,0.589026703819422,8,2,25.28519534442598,15,0,10000,480000,184900,180613249.49278575,30455652.11844708,134873359.8280136,7985711.445799597,2695165.1685201675,14408208.61409626,59745411.64431628,13541753.123191364,60537100.76226261,55819911.030778915,5,5
1212,Starlink,100,42,2,10,4425,510000000,115254.2372881356,548.3372896501246,13500000000.074219,500000000.0,300000000.0,0.5808058262246343,0.6967460855216964,30,30.562913741950172,8.057487656585922,0.5932726245357932,8,2,29.950580859423393,15,488370,0,0,0,250419868.4087157,53808450.14258069,131645106.43144752,481897.5164536915,3118827.2947361134,2261239.0469515934,43355763.39989559,1147283.597958413,59911805.3591703,13861957.10779626,5,5
1213,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1191.5608088380488,13500000000.045465,250000000.0,300000000.0,0.804744787583336,0.6115593742608603,30,34.18743518411745,15.437552286742486,0.39423034247706085,8,2,33.0877368171972,15,218150,7360,0,0,714664846.619647,52931728.26834838,105208679.67246039,6806534.200586431,3145182.321257171,2393698.0680008098,40389928.35120223,3169943.7409467343,60446090.8543711,13209711.130403522,5,5
1214,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,605.6146717648948,17700000000.041763,250000000.0,300000000.0,0.9725061446383703,0.5130806123644187,30,29.39917132844289,16.99543624541645,0.7272266787131811,8,2,27.795428881700094,15,0,10000,480000,184900,176447822.6105933,28922107.928984545,139113970.79408452,7100239.783109108,2888940.248430944,14839438.339029869,51695216.36022873,11763845.652164008,59551285.16526478,55206314.42992676,5,5
1215,Starlink,100,42,2,10,4425,510000000,115254.2372881356,542.1085377666979,13500000000.06654,500000000.0,300000000.0,0.45595874798897423,0.6469125726326697,30,28.601962428452712,9.008682530520364,0.33082196188004837,8,2,27.103240785730424,15,488370,0,0,0,240122525.78653628,49593756.044361584,122552651.94334397,2385458.302795163,3034551.660097088,2988159.2230574656,49022836.2258122,16274077.480712567,60273261.85463072,13840772.252688413,5,5
1216,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1195.3109628272923,13499999999.982513,250000000.0,300000000.0,0.8493596914199795,0.506952865967841,30,33.59499795066894,13.769695106232101,0.7056902822774749,8,2,31.004095976581777,15,218150,7360,0,0,729678848.6522741,49660648.28912979,111093606.48042087,7738952.554058667,4341865.631267136,3385983.9370486205,55038983.42682325,-70424.05257114302,59821435.349612996,12320001.542031549,5,5
1217,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,602.1515247750862,17700000000.058903,250000000.0,300000000.0,1.0565513912991613,0.5335003188915569,30,34.49636475153631,16.008136536767157,0.3422758393772976,8,2,29.687451286825155,15,0,10000,480000,184900,183005739.87178108,34892722.96172662,114507432.22045703,5968639.126921136,3261125.7782185907,15453235.311970605,47018671.90385637,14770282.252246,60465528.25520417,55101414.0369483,5,5
1218,Starlink,100,42,2,10,4425,510000000,115254.2372881356,544.3440128521249,13499999999.9203,500000000.0,300000000.0,0.49259599322106346,0.6190655047890554,30,25.661740432446585,10.72273988380978,0.7093170479210418,8,2,25.336469229163544,15,488370,0,0,0,257384579.20896012,52507568.32646323,123464227.56754771,-271280.9306165626,3434642.0057652905,4229262.519407395,57661560.87924061,4072292.7783045378,60286194.50078575,12015816.745670376,5,5
1219,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1192.8905077924776,13500000000.030087,250000000.0,300000000.0,0.5070676338276888,0.6002793815998816,30,28.831670562571325,13.538934493830224,0.43597400818353804,8,2,25.964944018478587,15,218150,7360,0,0,728630505.6046144,52387550.26554239,126118519.21180505,6743148.8178594075,3064652.7475186833,4157009.485052863,44467348.1475535,-138208.04709669715,59957402.77154555,13394304.6141851,5,5
1220,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,607.0698054093425,17700000000.02926,250000000.0,300000000.0,0.9977747700399897,0.6994158401635898,30,28.7865451558512,15.803065072577834,0.7151570502521456,8,2,26.656690863185638,15,0,10000,480000,184900,182246888.7024467,37045719.62981679,122455955.1061005,7679798.604564267,2292719.9256535517,15607274.139730116,53792630.57708669,17053189.02224597,59913893.16235086,55904496.380516425,5,5
1221,Starlink,100,42,2,10,4425,510000000,115254.2372881356,544.0825555145653,13499999999.954033,500000000.0,300000000.0,0.6113548027735587,0.590977569997821,30,26.563426733754813,8.642325684881804,0.5997882290142043,8,2,32.086413037197445,15,488370,0,0,0,257739215.72572976,50627960.51078653,137486381.89558214,1548620.1969838934,4357629.76417559,2543375.026643008,50367418.58835171,5723626.678581413,60726128.93285049,12996679.987197453,5,5
1222,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1194.2018326312477,13499999999.951233,250000000.0,300000000.0,0.7037301931008726,0.6411564767726421,30,34.87048150415698,17.329088792418148,0.3365214638706207,8,2,28.88760165009107,15,218150,7360,0,0,716834248.2573435,52887440.89931175,126278088.37089631,7875061.086808114,3754830.9600257617,3958812.6737682903,52410330.36556123,8339046.835402029,60319668.670678504,12906284.159710754,5,5
1223,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,606.8720328415216,17699999999.94252,250000000.0,300000000.0,1.090577956513802,0.6770421795213892,30,26.736417620027968,16.63672005477072,0.5932209461012685,8,2,25.979507871757683,15,0,10000,480000,184900,186663376.76638374,30018168.16884141,138046252.2758075,7773710.967177572,1957051.8691197988,15861482.628870167,53823271.015832104,-54758.49143259367,60604436.71618549,54309434.93151035,5,5
1224,Starlink,100,42,2,10,4425,510000000,115254.2372881356,548.7228940230451,13500000000.08411,500000000.0,300000000.0,0.5130236860456592,0.6031200330781032,30,30.577413791621595,9.312008826266348,0.512313386356601,8,2,30.46827118274609,15,488370,0,0,0,253144188.4581594,45829908.70853215,127637466.54984087,2380461.4366287203,4176651.9003761285,3737605.7942766347,57079749.33780911,5229454.284808832,60508071.31336701,12901067.842263877,5,5
1225,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1192.8049782676726,13500000000.031118,250000000.0,300000000.0,0.49811398873028456,0.5872921876347306,30,28.87757904307109,13.414800356225015,0.4323440463149731,8,2,26.4157160015956,15,218150,7360,0,0,720486668.856201,50076839.520634286,114654628.619413,8787405.524973076,3879814.4205482174,3224873.825295896,47773138.67162429,1532204.3441106793,60891145.66374549,13054816.254048044,5,5
1226,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,601.9245256842679,17699999999.903923,250000000.0,300000000.0,0.7105417362795269,0.5376653281394029,30,31.82209697267607,16.72172909171705,0.5472595864739587,8,2,28.454138895369272,15,0,10000,480000,184900,173118528.47559798,35315837.60012511,133280536.30792795,8451909.07567715,1803238.013265849,14101354.37851451,43731789.68329603,1869647.183270773,59847710.39472918,54387453.26406223,5,5
1227,Starlink,100,42,2,10,4425,510000000,115254.2372881356,542.7626317348934,13500000000.083784,500000000.0,300000000.0,0.4630362085349873,0.6250102389999568,30,29.641895387738003,9.508073567064777,0.5992784935060782,8,2,34.7519582631053,15,488370,0,0,0,242533521.02022108,50569517.47984257,126638256.25009964,1519667.6136044688,3881749.343647508,3522736.174325234,47254111.980797276,7677027.806213144,59048511.39818008,12571051.102578778,5,5
1228,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1192.7299097985926,13500000000.017525,250000000.0,300000000.0,0.8139589711914874,0.593990544778559,30,34.831102364781636,16.44272846823104,0.3531029140675725,8,2,29.398004667480535,15,218150,7360,0,0,710238705.9341811,50704864.77006046,130191586.01703149,6768978.2547605205,4477002.974160188,4114988.4468910564,52452111.37369084,30473.515310582705,59783372.04949714,13425891.40688083,5,5
1229,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,600.6095130195195,17699999999.979992,250000000.0,300000000.0,0.8210498970510143,0.6328873349874776,30,30.134405289759943,14.158196232330567,0.44414448236984877,8,2,32.89831892821554,15,0,10000,480000,184900,173404364.91489676,28852895.280015513,128817370.09131098,9023069.858876668,2136572.634231741,15988063.554252826,43786414.967015885,-2060853.395382347,60525990.06628254,55136001.30029241,5,5
1230,Starlink,100,42,2,10,4425,510000000,115254.2372881356,545.2448079631953,13499999999.978611,500000000.0,300000000.0,0.6341530897146737,0.6970280679111989,30,33.848973329702886,11.29994496296131,0.499294652814792,8,2,25.7645534476154,15,488370,0,0,0,251783095.77136117,44355246.59563495,134193704.39158165,1028061.2404828989,2849877.820003377,4213940.563117377,45688505.70891052,-1360526.900937249,59464549.70890474,13423370.874125417,5,5
1231,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1190.1082860961226,13500000000.050276,250000000.0,300000000.0,0.5882206176304896,0.6762665611239125,30,25.332003948414243,16.97362730022028,0.713327202314964,8,2,25.398813987076316,15,218150,7360,0,0,712769227.1194102,50798703.57944275,108682663.23787484,5657731.285578816,3609460.4675604384,4082222.740799404,42393725.33949931,9406265.57960988,60924801.06996246,13528102.622874804,5,5
1232,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,605.7273946835616,17700000000.04426,250000000.0,300000000.0,0.9057925370258535,0.5938435256284421,30,34.711583920536945,17.011335129790407,0.4872458278994617,8,2,31.478086612403246,15,0,10000,480000,184900,181762869.1856402,32314279.198560797,108504004.199345,8890814.635001512,1972164.5213091252,14948208.239505792,47887023.57338343,4972043.924025746,59533763.250047505,55365068.62041425,5,5
1233,Starlink,100,42,2,10,4425,510000000,115254.2372881356,546.8801191856511,13500000000.044342,500000000.0,300000000.0,0.7647425583810884,0.5198042212877402,30,33.342641673096104,8.638462161357285,0.566808067304741,8,2,26.105127898630787,15,488370,0,0,0,259404807.5701368,53405788.64923173,109111451.94786492,1399307.1659167493,3416321.539288995,3481562.5883613816,49713374.51862925,-2260787.1271834923,60429754.20138807,12765715.810555648,5,5
1234,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1196.2816069355968,13500000000.02266,250000000.0,300000000.0,0.73833737372151,0.5717137041754845,30,34.681660705188435,12.251358530542145,0.37281758944312915,8,2,25.637303816611926,15,218150,7360,0,0,716530166.7509025,50255540.641895115,144615166.63378698,7586929.841626171,2632314.0088887787,4154352.3280893792,40318126.21633117,2031892.0402269727,59452260.243342094,12395412.91916041,5,5
1235,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,608.747737554864,17699999999.973495,250000000.0,300000000.0,1.0148761000872157,0.5641162310534198,30,29.06826052649457,15.46505971150928,0.6065529473649702,8,2,26.93507948339838,15,0,10000,480000,184900,189757507.04538044,36882507.29894881,105011435.77457854,5801855.693125728,3440674.2119970955,15794088.332714362,57959232.43906699,2016945.8819967676,59806798.80905095,54456893.02112567,5,5
1236,Starlink,100,42,2,10,4425,510000000,115254.2372881356,548.166155739258,13499999999.912458,500000000.0,300000000.0,0.5982621049321247,0.6967207112732597,30,28.76361663264599,10.819616293659717,0.464614229370583,8,2,31.18456834919368,15,488370,0,0,0,259490095.84318617,53355065.43392187,111732935.79610607,-161095.2056158441,2634465.2257319316,3172152.0542627624,54957924.55255517,6431957.026288733,59413507.13270424,12504937.21525903,5,5
1237,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1196.0694158502988,13499999999.960651,250000000.0,300000000.0,0.645913471602848,0.6454641510642734,30,33.54602873185211,13.521913302694795,0.40744535294180245,8,2,25.1390999018653,15,218150,7360,0,0,710959540.992172,52344689.33202602,122852620.14763835,6512846.1921602795,2830337.96621611,3693906.0045594727,41406179.527881436,4453086.003079889,59995429.028377876,13875915.118416512,5,5
1238,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,606.1663924012536,17699999999.9482,250000000.0,300000000.0,0.7771191774192698,0.5840538297485615,30,32.29417157259353,15.90757924482286,0.5361218348659333,8,2,26.954770920579357,15,0,10000,480000,184900,182313014.00921535,28313942.923303433,141554424.0395984,7071077.88960306,2357119.0677181734,15103537.630938403,42745497.41521401,8321140.204940546,60864717.85144893,54958868.80155405,5,5
1239,Starlink,100,42,2,10,4425,510000000,115254.2372881356,547.0388923341147,13500000000.05865,500000000.0,300000000.0,0.5191878236432711,0.634086978260761,30,29.451013716149177,11.865791328486363,0.514426671308864,8,2,30.227973290920154,15,488370,0,0,0,259358764.69023812,51519450.28894256,125470269.0488208,-1174863.7742590897,3813651.0289515145,2364985.9650362986,51698745.43927797,9383896.261144044,60201593.07172197,13661955.918595882,5,5
1240,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1190.0618851971349,13499999999.920736,250000000.0,300000000.0,0.4792507523979982,0.694381316349856,30,26.88886105327027,13.915847435177957,0.5940942385291417,8,2,32.95564933486303,15,218150,7360,0,0,726594676.1440994,50203219.94954928,113040795.4503953,7459646.371549557,3837965.2149400534,3455792.6435080627,50437155.77922787,7919367.2805897,59278612.507040195,12806854.280301873,5,5
1241,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,601.5059799636219,17699999999.90098,250000000.0,300000000.0,0.8864321083464607,0.6087882484523071,30,31.861933039647788,14.142942597423026,0.4283760120279259,8,2,31.920730418991564,15,0,10000,480000,184900,189393901.2397164,29740358.77766655,116215264.71975642,5977490.277983609,1744145.721926355,15578713.298417589,47560279.8675129,3024711.655779302,60920305.42488203,55230517.85240806,5,5
1242,Starlink,100,42,2,10,4425,510000000,115254.2372881356,541.6057384011053,13499999999.912983,500000000.0,300000000.0,0.4389565174898131,0.6841218367409416,30,33.53724998534369,12.516232265948085,0.5813398209293149,8,2,27.27300398531549,15,488370,0,0,0,250653673.85792926,47234574.73455853,108267708.56556013,-382700.6296257498,2870482.618658149,2475168.587968314,43846218.95689313,7379196.273747586,60339987.78789036,12066199.456385849,5,5
1243,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1199.9062848636424,13500000000.055264,250000000.0,300000000.0,0.6746387243023182,0.6195498762383937,30,34.13691326840037,12.969676736523539,0.502792205014941,8,2,26.174307246046233,15,218150,7360,0,0,725550879.0874131,45227727.386256404,120474320.04114507,6379926.843030521,4409907.890464817,3409528.8374349913,47010534.60817769,1987686.2190254843,60909579.01604034,13294816.718066853,5,5
1244,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,605.6844799197698,17700000000.002666,250000000.0,300000000.0,1.0519257731949867,0.6906810894203911,30,26.794800005282582,16.68758290895404,0.6751291204857567,8,2,34.13011732681511,15,0,10000,480000,184900,177368066.7956992,37043117.38629725,128237146.98669806,8651858.118065104,2036642.4499836136,14100227.045176288,40659690.23084791,-743887.3618050623,60583968.95549546,54548312.82013444,5,5
1245,Starlink,100,42,2,10,4425,510000000,115254.2372881356,545.8854131374311,13500000000.097002,500000000.0,300000000.0,0.5241287893265476,0.5992653857721035,30,30.16327801060768,9.769199946010449,0.4591917299136763,8,2,30.933499943934823,15,488370,0,0,0,247479932.66616318,48146619.9442942,122133131.68393928,-1260598.4031392864,3471378.4116134467,3075120.150643545,50748039.29127808,1698145.6927024731,59770262.5535407,12070647.562951086,5,5
1246,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1190.7752255181206,13499999999.909863,250000000.0,300000000.0,0.8330418216417167,0.6115356441707667,30,34.18670721816021,16.299490990135045,0.4095042381216922,8,2,29.08286100581035,15,218150,7360,0,0,729450715.1080853,50478930.30916754,133057670.15892771,8123564.417307479,3315288.533386407,2763032.0420907442,54568443.513300374,4303144.12209855,60290850.69758289,12375398.826956518,5,5
1247,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,602.724757723488,17700000000.03265,250000000.0,300000000.0,0.7795150270579696,0.5184642054088634,30,32.71806948863997,12.270137018910457,0.572874520054947,8,2,28.86282580360061,15,0,10000,480000,184900,174006983.69000524,30550834.120027944,107547486.28176855,5853073.207131386,2912823.6381085217,14366751.308235394,45734984.8723048,8880654.00269207,59299761.83093843,55496795.451138966,5,5
1248,Starlink,100,42,2,10,4425,510000000,115254.2372881356,540.1378329373132,13499999999.963413,500000000.0,300000000.0,0.5471167350148659,0.6321402686144225,30,29.39228134531928,7.784114127650457,0.47056501415389773,8,2,30.94497177864276,15,488370,0,0,0,257589266.56058604,45691902.105577104,124155607.66588226,2098628.135529745,4469530.626655263,2995752.299351125,59707988.47238736,6851732.912096916,60699398.56882146,13702558.274051677,5,5
1249,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1198.165764393705,13499999999.917805,250000000.0,300000000.0,0.7449744994960541,0.5004172560998147,30,31.919772787402778,13.396885182653113,0.564293030039978,8,2,33.94567254691045,15,218150,7360,0,0,713543789.238154,45508133.89317123,135925806.73375204,7243622.655917063,3892162.179684086,3528687.5806567986,54748900.030982524,8312834.920692969,59947222.63414116,13180464.215873698,5,5
1250,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,608.0913633081817,17700000000.026333,250000000.0,300000000.0,0.8117971394555829,0.5517263890781737,30,28.31590289784549,16.57779790127536,0.42016909237048616,8,2,30.477816319592666,15,0,10000,480000,184900,185083709.32682973,30856139.414735407,123825554.84970689,8177747.777609786,1648286.789003783,14727238.490770662,58079491.266583815,5039522.4744198285,60199273.67237092,55272326.408550136,5,5
1251,Starlink,100,42,2,10,4425,510000000,115254.2372881356,546.1852596487996,13499999999.958706,500000000.0,300000000.0,0.7998401773597515,0.5889377431580067,30,33.28213259798551,9.38334634958503,0.3433417420272815,8,2,25.854738869315455,15,488370,0,0,0,244226481.41174164,51964802.16309748,123349634.32248226,-1189425.3136345234,3301107.919218043,3599174.8431356302,56206905.25658102,3694384.926492094,59225599.93550138,13615860.830073316,5,5
1252,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1198.1510396774343,13500000000.080347,250000000.0,300000000.0,0.8391991300415794,0.6894066552424536,30,31.625899774640054,16.591546468773053,0.6649352665340731,8,2,26.030564356773187,15,218150,7360,0,0,721507636.5900214,50825155.7015272,137369047.8003592,7865743.283791221,3888960.4220015807,4023632.483386619,53972631.51357469,2524857.9800268915,59248090.20740983,13215689.594146766,5,5
1253,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,602.8112194818644,17699999999.97581,250000000.0,300000000.0,0.810754258911489,0.5698239779595807,30,34.7367229912609,14.123593986902844,0.3462935182662937,8,2,32.64192964355957,15,0,10000,480000,184900,186784046.1981328,31959635.96992159,131620107.25154296,6185962.362092081,3193784.207775505,14113194.565853963,41683261.475890435,15356311.513773829,60076462.85170776,54102129.69134339,5,5
1254,Starlink,100,42,2,10,4425,510000000,115254.2372881356,544.9797031549004,13500000000.081118,500000000.0,300000000.0,0.4841648383745524,0.5296920071895664,30,25.104998423028967,9.802923114681523,0.5781152263823512,8,2,29.41298686496556,15,488370,0,0,0,248992980.53940833,47400070.75449745,142662494.32237068,2488592.239431599,2697522.2386655007,3065999.739442391,55441791.07806019,17451784.279118966,60748521.635412805,12922931.786522362,5,5
1255,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1197.1070408500811,13500000000.099957,250000000.0,300000000.0,0.6341330444843803,0.6160850551399576,30,27.566918701765427,15.428700556602891,0.5208112255626749,8,2,25.492459153189138,15,218150,7360,0,0,713500476.2884929,48086467.11050297,131352834.80085418,6358868.703291792,3283832.984003262,2600698.069523697,53571365.48586458,13822386.877746979,60774749.3363612,13787625.613921598,5,5
1256,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,602.4981369119077,17699999999.912308,250000000.0,300000000.0,0.9117066805847999,0.5506082759623311,30,34.896760884953856,14.213020124831775,0.6924418007871462,8,2,31.087418191720126,15,0,10000,480000,184900,183854212.1097604,36104997.78593478,118614458.17204712,6129910.249699205,2386198.2902434235,15632860.63577709,49989335.35284413,3297838.3574496824,59556782.713281825,55317723.83971451,5,5
1257,Starlink,100,42,2,10,4425,510000000,115254.2372881356,547.9891378416636,13500000000.066168,500000000.0,300000000.0,0.6304104662696374,0.6271389051871077,30,25.355386300154485,11.912412688234959,0.6335980443102032,8,2,30.671282863918943,15,488370,0,0,0,244992504.0715392,48606472.21569435,136166986.90029773,-509376.5601212509,3325609.0353048844,3720808.6711034128,41959024.792452805,4199674.337419848,60038335.85572914,12009347.365971861,5,5
1258,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1191.6491267688311,13500000000.004318,250000000.0,300000000.0,0.4892889993354075,0.5726886569940456,30,31.20990681610531,16.540713527142685,0.4679614723397179,8,2,33.91493668853264,15,218150,7360,0,0,725571738.61151,49133367.668540925,125786555.68781948,8337521.816375647,4480964.77438869,3111238.085202462,58527721.25016576,-1581364.3627454634,60234015.73892638,13106836.581836358,5,5
1259,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,602.6892640016646,17699999999.92544,250000000.0,300000000.0,1.0733059076616596,0.6595816839635257,30,28.547090589586777,17.197565878570742,0.6649354241170491,8,2,26.130897249542254,15,0,10000,480000,184900,173779873.5315391,29425123.851316787,140503512.6511119,7546018.075496255,2364937.586865008,15103459.876384608,56885148.62734502,3145367.622528106,59901459.20815976,55465408.52474402,5,5
1260,Starlink,100,42,2,10,4425,510000000,115254.2372881356,544.6132480559211,13499999999.917597,500000000.0,300000000.0,0.6649653262671551,0.6718122224719127,30,34.04023062266817,10.321344187429315,0.6447377361842952,8,2,28.446913800947186,15,488370,0,0,0,248126646.48146588,52979566.47537524,129683322.69962148,1086231.7239071294,3835519.1569138467,3341909.445955715,53376753.0227683,4275173.407915264,59047558.19113648,12989810.66393076,5,5
1261,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1191.7408856641605,13500000000.00629,250000000.0,300000000.0,0.5708379829451261,0.6033190621272984,30,31.214356032276314,13.452499464456878,0.5935800731191143,8,2,34.48881941639193,15,218150,7360,0,0,727000313.8520818,52989987.57911649,135801832.56721878,7591827.638334615,2937643.503495249,4066062.832609304,45122889.257551916,16647612.267775886,59246361.17555746,13268040.428902924,5,5
1262,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,601.1824349298054,17700000000.009975,250000000.0,300000000.0,0.8722945551490546,0.6743798562614393,30,31.983317297206515,15.798258144777833,0.6583143137176435,8,2,31.447849924735706,15,0,10000,480000,184900,174032171.16964328,36500413.013682425,129344559.27501443,8886153.313967839,2133475.515813574,15949399.621923445,40081038.53016092,8878473.804968052,60438280.35030341,55545385.226047166,5,5
1263,Starlink,100,42,2,10,4425,510000000,115254.2372881356,541.5610818728383,13500000000.068789,500000000.0,300000000.0,0.6620643679179705,0.513570274535746,30,31.10587719301334,9.75132537721008,0.6670420719002024,8,2,33.11469083487875,15,488370,0,0,0,242356078.74690905,43998245.54581843,117088044.34880681,1373798.895160404,3577526.259140322,2670456.4937557727,45196904.074281,14631974.096770316,59493375.279835455,13897150.19022419,5,5
1264,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1192.9927104342435,13500000000.044403,250000000.0,300000000.0,0.6619895544217126,0.5664948437661195,30,28.43116707606282,15.710653336432744,0.34958486103271524,8,2,26.167247279194566,15,218150,7360,0,0,723855286.5789566,50294928.68333036,139335685.03625065,6158761.80745621,4071631.0578642935,3234304.988638718,57370845.11489168,-349845.27937058173,60372478.25658223,12901724.125766447,5,5
1265,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,602.0247699166597,17699999999.987095,250000000.0,300000000.0,0.9106211605742459,0.5077732214282601,30,29.292683732492954,14.097083604266498,0.7274664207099332,8,2,26.306947456740332,15,0,10000,480000,184900,180960445.89515483,29349970.152319495,138548209.34767655,5209458.420470706,3302154.7974183997,15643051.87756105,57101476.5121557,14731176.304047383,60205915.165806085,55643673.47170088,5,5
1266,Starlink,100,42,2,10,4425,510000000,115254.2372881356,545.3411579454296,13499999999.951672,500000000.0,300000000.0,0.5739478137120848,0.5311805664624042,30,28.951999835065294,12.235729988201737,0.61096653836177,8,2,33.075056398520644,15,488370,0,0,0,252901341.38294983,44464493.772315644,132802153.07590777,111798.3685138044,4263482.794883467,3019083.527106136,42613300.623750195,14885707.766899448,60782982.41267837,12734065.307589443,5,5
1267,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1198.7402304143652,13499999999.988377,250000000.0,300000000.0,0.8442876371203506,0.6649795679286276,30,26.64939612722297,14.1124325671302,0.5688761132712427,8,2,26.306580008948245,15,218150,7360,0,0,728233218.153576,44955154.545973204,120937364.58680376,8711889.61618716,4264247.9811922945,3006928.0915991813,59766575.877430014,8505994.265991153,60384843.512448676,12478118.69821052,5,5
1268,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,608.1741710534958,17699999999.916904,250000000.0,300000000.0,0.7848638825674552,0.666559479652048,30,33.68725144288577,13.245855498939616,0.6923000079755344,8,2,25.332891759180548,15,0,10000,480000,184900,173936520.8263501,28425228.202476528,110417304.05012918,9062312.892767597,2129854.87163734,15252351.045586271,40363418.250406936,17014822.798450187,59550397.26113935,55438550.508972235,5,5
1269,Starlink,100,42,2,10,4425,510000000,115254.2372881356,543.7085483188566,13499999999.931452,500000000.0,300000000.0,0.6013130131690688,0.5977942184189095,30,26.84236693661258,12.459843063116809,0.4740370757720116,8,2,31.940115815195043,15,488370,0,0,0,254582202.66698104,43941835.28054183,136894388.13279617,1179140.7127176742,4483245.418730732,2799746.282581483,59375472.96483976,-2349758.493757603,59700461.30291291,13708247.498828424,5,5
1270,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1194.437654726529,13500000000.034916,250000000.0,300000000.0,0.5927181616648057,0.6951348015542751,30,28.63232526473388,16.486337265106393,0.5165369411167574,8,2,32.21281045379348,15,218150,7360,0,0,728981346.9735526,52391072.377717905,116906355.22299565,8840103.027809206,3013618.912753751,2433847.831647584,50617288.40555531,4867728.40678809,60080662.87408422,13915015.225705326,5,5
1271,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,602.0093671086231,17700000000.002964,250000000.0,300000000.0,0.8931534544074432,0.6800549840862622,30,34.59008348543874,13.694941042358879,0.39844955508897867,8,2,34.86685078744126,15,0,10000,480000,184900,170295696.2875279,32752455.594973683,123914036.64758863,7834995.454440336,2370256.7037948617,14739130.079982901,54279886.453418136,16268990.376841132,60089128.04402912,55262931.423910245,5,5
1272,Starlink,100,42,2,10,4425,510000000,115254.2372881356,546.3829312484991,13499999999.903738,500000000.0,300000000.0,0.5877480230260066,0.507286589927937,30,28.869496624545057,12.433973662711148,0.47475982391272287,8,2,32.71341351481317,15,488370,0,0,0,244602439.5649738,45124003.44747097,131031173.21928042,1266087.8454515347,3852397.7222283175,2529926.070755266,51604880.68931678,15694902.32047617,60347852.01756876,13028821.90972139,5,5
1273,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1192.7623431860038,13499999999.900549,250000000.0,300000000.0,0.8033903406587439,0.6204577331864476,30,28.9767219781993,12.621622471069248,0.5501665727917725,8,2,28.30457653012107,15,218150,7360,0,0,722338617.437728,52427702.28215049,129163490.00010532,9027401.830032099,3682728.9895347366,2341426.9636859265,48793805.4291925,-2032675.355428104,59348426.08687841,12482851.354168795,5,5
